gender,age_group,education_level,race_ethnicity,religion_level,income_bracket,job_status,individual_first_vote,individual_final_vote,group_first_vote_guilty,group_first_vote_not_guilty,group_first_vote_undecided,group_final_vote_guilty,group_final_vote_not_guilty,group_final_vote_undecided,site,case_id,num_victims,defendant_gender,defendant_race_ethnicity,defendant_representation,victim_gender,victim_race_ethnicity,victim_relationship,defendant_criminal_history_known,sentencing_possibilities_known,case_type,total_counts,total_convictions,total_acquittals,total_hung_counts,sentence_range
Male,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"$10,000 - $19,999",Employed part time,Undecided,Not Guilty,7,1,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,46-55,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Not Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,46-55,Post-graduate work,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Employed full time,Undecided,Not Guilty,1,7,4,0,12,0,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,46-55,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,36-45,College graduate,Black/African American,Religious,"$50,000 - $75,000",Employed full time,Guilty,NA,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Somewhat non-religious,"$10,000 - $19,999","Unemployed, seeking employment",Undecided,Not Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,18-25,College graduate,White/Caucasian,Very non-religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,1,7,4,0,12,0,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,56-65,College graduate,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,NA,Some college,Black/African American,Religious,"$10,000 - $19,999",Student,Not Guilty,NA,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,26-35,Post-graduate work,Black/African American,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,1,7,4,0,12,0,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
NA,46-55,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,1,7,4,NA,12,NA,DC,96,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,46-55,Some college,Native American,Very religious,"$10,000 - $19,999",Homemaker,Undecided,Undecided,NA,NA,NA,0,12,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,36-45,Some college,White/Caucasian,Religious,"Over $75,000",Self-employed,Undecided,Not Guilty,NA,NA,NA,9,3,0,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Male,36-45,College graduate,NA,NA,"Over $75,000",Employed full time,Guilty,Guilty,6,1,5,12,NA,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Male,Over 65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed part time,Not Guilty,Guilty,9,3,NA,12,0,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,26-35,High school graduate,Black/African American,Somewhat non-religious,"$20,000 - $29,999",Employed full time,Undecided,NA,9,3,NA,0,NA,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Male,18-25,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Undecided,7,NA,5,8,4,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,46-55,High school graduate,Black/African American,Religious,"$30,000 - $39,999",Employed full time,NA,Guilty,11,NA,1,11,NA,1,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,NA,NA,NA,NA,NA,NA,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,56-65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Student,Undecided,Guilty,0,0,0,9,3,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,56-65,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Undecided,NA,9,3,0,9,3,0,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Male,36-45,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Undecided,Not Guilty,NA,NA,NA,8,4,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,46-55,Some college,Black/African American,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,NA,4,12,NA,NA,DC,98,1,Male,"Black, non-Hispanic",Court-app. private,Male,"Black, non-Hispanic",Other acquaintance,NA,Yes,"Murder, 1st degree",3,3,0,1,NA
Female,46-55,Some college,Black/African American,Religious,"Over $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,46-55,Some college,Black/African American,Religious,"Over $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,Over 65,Post-graduate work,Black/African American,Neither,NA,Student,Guilty,Guilty,11,1,NA,11,1,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,Over 65,Post-graduate work,Black/African American,Neither,NA,Student,Guilty,Guilty,11,1,NA,11,1,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Guilty,11,1,NA,12,0,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Guilty,11,1,NA,12,0,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,36-45,High school graduate,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Guilty,NA,11,1,NA,NA,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,36-45,High school graduate,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Guilty,NA,11,1,NA,NA,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,36-45,Post-graduate work,Black/African American,Religious,"$30,000 - $39,999","Unemployed, seeking employment",Undecided,Guilty,2,10,NA,11,1,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,36-45,Post-graduate work,Black/African American,Religious,"$30,000 - $39,999","Unemployed, seeking employment",Undecided,Guilty,2,10,NA,11,1,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Male,56-65,High school graduate,Black/African American,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Male,56-65,High school graduate,Black/African American,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,36-45,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,NA,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,36-45,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,NA,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Female,56-65,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Self-employed,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Female,56-65,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Self-employed,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
NA,46-55,High school graduate,Black/African American,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
NA,46-55,High school graduate,Black/African American,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Male,Over 65,High school graduate,White/Caucasian,Religious,"Under $10,000","Unemployed, seeking employment",Guilty,Guilty,11,NA,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Male,Over 65,High school graduate,White/Caucasian,Religious,"Under $10,000","Unemployed, seeking employment",Guilty,Guilty,11,NA,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
NA,36-45,Post-graduate work,White/Hispanic,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
NA,36-45,Post-graduate work,White/Hispanic,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Male,46-55,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,0,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,3,3,0,0,NA
Male,46-55,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,11,1,NA,12,0,NA,DC,99,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: sale,2,2,0,0,NA
Male,46-55,College graduate,NA,Very non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,3,6,3,NA,12,NA,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,46-55,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Not Guilty,NA,NA,NA,NA,NA,NA,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Undecided,Not Guilty,2,NA,2,2,NA,2,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Not Guilty,8,2,2,0,12,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,2,8,2,0,12,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Male,26-35,Post-graduate work,Asian/Pacific Islander,Somewhat non-religious,"Over $75,000",Employed full time,Undecided,NA,6,6,NA,NA,12,NA,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Guilty,Not Guilty,NA,NA,NA,0,12,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Male,36-45,Post-graduate work,Black/African American,Very religious,"Over $75,000",Employed full time,Undecided,Not Guilty,0,0,0,0,0,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,2,8,2,0,12,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,Over 65,Post-graduate work,Black/African American,Religious,"Over $75,000",Student,Guilty,NA,2,NA,NA,0,12,0,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DC,100,1,Female,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Other family,NA,No,"Murder, 2nd degree",2,0,4,0,NA
Female,56-65,Some college,Black/African American,Religious,"$40,000 - $49,999",Student,Not Guilty,Guilty,0,0,0,11,1,NA,DC,101,1,Male,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),14,1,12,1,NA
Female,56-65,Some college,Black/African American,Religious,"$40,000 - $49,999",Student,Not Guilty,Guilty,0,0,0,11,1,NA,DC,101,1,Male,"Black, non-Hispanic",Public defender,Female,"Black, non-Hispanic",Spouse/domestic partner,No,No,Weapons,2,0,0,2,NA
Female,36-45,College graduate,Black/African American,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,12,NA,NA,NA,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,56-65,Some college,Black/African American,Religious,"Under $10,000",Student,Not Guilty,Not Guilty,NA,12,NA,0,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,56-65,College graduate,White/Caucasian,Very religious,"Over $75,000",Employed part time,Not Guilty,Not Guilty,NA,NA,NA,NA,NA,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
NA,NA,NA,Black/African American,NA,NA,Student,NA,NA,NA,NA,NA,NA,99,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Male,18-25,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Not Guilty,Guilty,6,6,NA,NA,NA,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Male,46-55,Post-graduate work,Black/African American,Very religious,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,0,NA,NA,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,18-25,College graduate,Native American,NA,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,12,0,NA,12,0,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,18-25,College graduate,Black/African American,Somewhat non-religious,"$10,000 - $19,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,Over 65,Some college,Black/African American,Religious,"$30,000 - $39,999",Student,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
NA,NA,NA,NA,NA,NA,NA,Not Guilty,Not Guilty,6,6,0,NA,NA,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
NA,18-25,High school graduate,Black/African American,Religious,"Under $10,000",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Male,Over 65,Post-graduate work,Black/African American,Religious,"$50,000 - $75,000",Student,Not Guilty,Not Guilty,12,NA,NA,12,NA,NA,DC,102,1,Male,"Black, non-Hispanic",Court-app. private,NA,"White, Hispanic",None,Yes,No,Assault (non-sexual),6,0,6,0,NA
Female,26-35,College graduate,White/Hispanic,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,11,NA,1,12,NA,NA,DC,103,0,Male,"Black, non-Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,1,0,0,NA
Female,26-35,Some college,Black/African American,Religious,"$10,000 - $19,999",Employed part time,Not Guilty,Not Guilty,2,6,4,NA,12,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Male,Over 65,College graduate,White/Caucasian,Religious,NA,Student,Guilty,Guilty,4,8,NA,12,0,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Female,56-65,College graduate,White/Caucasian,Religious,NA,Self-employed,Undecided,Not Guilty,4,8,NA,NA,12,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Female,56-65,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Not Guilty,6,6,NA,12,NA,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Female,Over 65,Some college,Black/African American,Religious,"$30,000 - $39,999",Employed part time,Guilty,Not Guilty,8,4,NA,NA,NA,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Female,26-35,Post-graduate work,White/Hispanic,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,4,4,4,NA,12,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Male,56-65,Post-graduate work,White/Caucasian,NA,NA,Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,1,NA,DC,104,0,Male,"Black, Hispanic",Court-app. private,NA,NA,Relationship not known,No,No,Drugs: sale,1,0,1,0,NA
Male,36-45,Post-graduate work,Black/African American,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,5,4,3,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,36-45,Post-graduate work,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Not Guilty,4,6,2,0,12,0,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
NA,26-35,High school graduate,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Guilty,NA,NA,NA,NA,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
NA,Over 65,Some college,Black/African American,Very religious,"Over $75,000",Student,Undecided,Not Guilty,NA,NA,NA,NA,NA,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Self-employed,Guilty,Not Guilty,7,5,NA,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,18-25,College graduate,White/Caucasian,Very non-religious,"$30,000 - $39,999",Employed full time,Guilty,Not Guilty,NA,NA,NA,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,Guilty,NA,NA,NA,NA,NA,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,46-55,High school graduate,Black/African American,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,5,4,3,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,NA,High school graduate,Black/African American,Very religious,"$50,000 - $75,000",Employed full time,NA,NA,4,5,3,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,26-35,Some college,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Male,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,5,4,3,2,10,NA,DC,105,0,Male,"Black, non-Hispanic",Private,NA,NA,Relationship not known,No,No,Weapons,3,0,3,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Not Guilty,Guilty,9,3,0,12,0,0,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Neither,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,1,11,0,0,12,0,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,36-45,Post-graduate work,Black/African American,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,10,NA,0,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,26-35,Post-graduate work,White/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,1,11,0,0,12,0,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,Over 65,Post-graduate work,NA,Very religious,"Over $75,000",Student,Not Guilty,Not Guilty,NA,NA,NA,NA,12,0,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Male,46-55,Post-graduate work,White/Caucasian,Very non-religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,10,8,NA,0,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Male,36-45,High school graduate,Black/African American,Somewhat non-religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,46-55,Post-graduate work,White/Caucasian,Very non-religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,12,NA,NA,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
Female,Over 65,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Student,Not Guilty,Not Guilty,2,10,NA,0,12,NA,DC,106,1,Female,"Black, non-Hispanic",Public defender,Male,"Black, non-Hispanic",Spouse/domestic partner,No,No,Assault (non-sexual),3,2,2,0,NA
